quarter,airline_id,origin_airport,destination_airport,distance,num_people,revenue
2,--,DCA,SMF,2381,1,145
2,--,ATL,SMF,2092,1,385
2,--,ACV,SMF,207,1,35
2,--,HLN,SMF,732,1,125
2,--,SBA,SMF,310,4,430
2,--,ANC,SMF,1973,2,570
2,--,MCI,SMF,1442,1,565
2,--,EUG,SMF,384,1,15
2,--,GEG,SMF,649,2,200
2,--,BDL,SMF,2558,1,215
2,--,BFL,SMF,265,1,145
2,--,SDF,SMF,1933,1,295
2,--,DAL,SMF,1442,1,105
2,--,STS,SMF,67,2,20
2,--,PSP,SMF,439,1,55
2,--,CVG,SMF,1977,1,2495
2,--,COS,SMF,911,1,95
2,--,PSC,SMF,537,1,35
2,--,SBP,SMF,244,1,15
2,--,HNL,SMF,2462,1,575
2,--,DTW,SMF,2013,1,825
2,--,ONT,SNA,30,32,240
2,--,LAX,SNA,36,277,2525
2,--,OAK,SNA,371,9,625
2,--,SJC,SNA,342,37,3195
2,--,SAN,SNA,76,255,3095
2,--,BFL,SNA,139,3,45
2,--,SFO,SNA,372,99,7365
2,--,SMF,SNA,404,21,2195
2,--,LAS,SNA,226,70,3500
2,--,SEA,SNA,978,14,3320
2,--,DFW,SNA,1205,4,1720
2,--,SGU,SNA,338,1,155
2,--,PHX,SNA,338,34,2240
2,--,PSP,SNA,79,26,320
2,--,BUR,SNA,46,41,355
2,--,CHO,SNA,2215,1,525
2,--,AUS,SNA,1209,2,680
2,--,BOI,SNA,688,1,115
2,--,PDX,SNA,859,10,1580
2,--,FLG,SNA,368,1,55
2,--,SBA,SNA,124,14,210
2,--,DEN,SNA,846,10,1970
2,--,TUS,SNA,417,3,195
2,--,IAH,SNA,1346,1,315
2,--,STL,SNA,1569,2,620
2,--,TPA,SNA,2127,1,565
2,--,FAT,SNA,238,7,435
2,--,SBP,SNA,191,2,60
2,--,RNO,SNA,415,4,280
2,--,CVG,SNA,1877,1,2495
2,--,SLC,SNA,588,2,110
2,--,ICT,SNA,1179,1,235
2,--,FLL,SNA,2311,1,955
2,--,BIL,SNA,972,1,295
2,--,ANC,SNA,2376,1,635
2,--,LGB,SNA,19,3,15
2,--,DUT,SNP,268,1,65
2,--,CRP,SPI,945,1,315
2,--,BMI,SPI,59,1,5
2,--,EVV,SPI,170,1,15
2,--,ORD,SPI,174,3,125
2,--,STL,SPI,84,9,115
2,--,MCI,SPI,271,1,15
2,--,IAH,SPI,751,1,405
2,--,TVC,SPI,398,1,565
2,--,GUM,SPN,129,2,60
2,--,ABI,SPS,129,1,15
2,--,SJT,SPS,216,2,90
2,--,ICT,SPS,259,1,35
2,--,DFW,SPS,113,3,45
2,--,MIA,SRQ,178,8,210
2,--,RSW,SRQ,77,21,265
2,--,JAX,SRQ,220,7,245
2,--,TPA,SRQ,40,30,320
2,--,MCO,SRQ,104,33,575
2,--,FLL,SRQ,174,7,345
2,--,SAT,SRQ,979,1,75
2,--,DAB,SRQ,153,1,15
2,--,GNV,SRQ,159,3,55
2,--,JFK,SRQ,1041,1,115
2,--,CLT,SRQ,547,2,90
2,--,RIC,SRQ,760,1,235
2,--,PBI,SRQ,159,6,210
2,--,MQT,SRQ,1334,1,85
2,--,SAV,SRQ,336,1,65
2,--,DCA,SRQ,851,1,1675
2,--,MSY,SRQ,501,1,295
2,--,ICT,STL,392,7,455
2,--,MSY,STL,604,10,1680
2,--,SGF,STL,195,15,425
2,--,OMA,STL,342,11,965
2,--,BUF,STL,674,7,625
2,--,MEM,STL,256,18,700
2,--,SPI,STL,84,1,5
2,--,FWA,STL,315,2,60
2,--,DAL,STL,546,1,55
2,--,FSD,STL,471,1,95
2,--,IND,STL,229,23,1115
2,--,MCI,STL,237,136,5820
2,--,MKE,STL,317,7,295
2,--,OKC,STL,462,5,275
2,--,COU,STL,100,4,30
2,--,MDW,STL,251,28,1560
2,--,BOS,STL,1047,4,1270
2,--,DEN,STL,770,13,2165
2,--,TUS,STL,1244,1,95
2,--,ORD,STL,258,67,2945
2,--,CHO,STL,647,1,75
2,--,PNS,STL,598,1,85
2,--,DTW,STL,440,7,935
2,--,TUL,STL,351,6,550
2,--,LIT,STL,296,4,100
2,--,IAH,STL,667,5,565
2,--,AUS,STL,721,7,1235
2,--,SAN,STL,1557,2,540
2,--,BOI,STL,1383,1,95
2,--,HOU,STL,687,3,725
2,--,EVV,STL,162,3,85
2,--,PIA,STL,137,10,280
2,--,PAH,STL,146,2,100
2,--,CID,STL,228,6,320
2,--,PHL,STL,814,7,1105
2,--,MSP,STL,448,14,1250
2,--,MCO,STL,882,4,390
2,--,BNA,STL,272,24,1630
2,--,DFW,STL,550,7,705
2,--,DSM,STL,259,11,585
2,--,DAY,STL,339,2,200
2,--,BWI,STL,738,2,580
2,--,TPA,STL,869,1,65
2,--,ATL,STL,484,10,1000
2,--,DCA,STL,719,4,240
2,--,SDF,STL,254,11,765
2,--,EWR,STL,872,1,155
2,--,LAX,STL,1592,3,1375
2,--,SLC,STL,1156,3,735
2,--,FLL,STL,1057,3,275
2,--,LAS,STL,1371,5,2115
2,--,AVL,STL,489,2,150
2,--,CMH,STL,409,4,330
2,--,BMI,STL,142,5,125
2,--,MIA,STL,1068,1,245
2,--,JFK,STL,892,3,965
2,--,MLI,STL,186,6,350
2,--,LEX,STL,317,1,85
2,--,HSV,STL,347,1,45
2,--,TYS,STL,405,1,35
2,--,ECP,STL,634,2,280
2,--,LGA,STL,888,4,1210
2,--,CHS,STL,706,1,45
2,--,SEA,STL,1709,3,995
2,--,CWA,STL,418,1,25
2,--,SFO,STL,1735,3,555
2,--,SBP,STL,1684,2,520
2,--,CVG,STL,308,6,330
2,--,PHX,STL,1262,2,590
2,--,XNA,STL,275,7,325
2,--,TBN,STL,119,1,75
2,--,ROC,STL,729,2,170
2,--,AZO,STL,350,1,15
2,--,AMA,STL,672,1,75
2,--,SBN,STL,296,1,15
2,--,PIT,STL,554,2,150
2,--,IAD,STL,696,2,190
2,--,COS,STL,773,1,225
2,--,CLT,STL,575,1,115
2,--,ORF,STL,785,1,685
2,--,RSW,STL,979,1,55
2,--,BHM,STL,411,1,25
2,--,SYR,STL,804,1,5
2,--,SMF,STL,1679,1,305
2,--,RNO,STS,178,2,70
2,--,SBP,STS,256,2,180
2,--,EUG,STS,388,1,45
2,--,SFO,STS,66,24,270
2,--,SJC,STS,93,4,40
2,--,OAK,STS,63,6,50
2,--,SMF,STS,67,3,25
2,--,SNA,STS,433,2,350
2,--,PDX,STS,489,1,85
2,--,SAN,STS,508,1,285
2,--,STX,STT,45,6,30
2,--,SJU,STT,68,11,145
2,--,ATL,STT,1599,2,420
2,--,MIA,STT,1107,1,215
2,--,DTW,STT,1968,1,85
2,--,PBI,STT,1123,1,105
2,--,MCO,STT,1246,2,570
2,--,FLL,STT,1107,1,95
2,--,IND,STX,1989,1,265
2,--,STT,STX,45,2,20
2,--,TPA,STX,1331,1,105
2,--,SJU,STX,94,2,50
2,--,TWF,SUN,71,2,20
2,--,IDA,SUN,112,1,15
2,--,PIH,SUN,95,1,25
2,--,SLC,SUN,222,2,110
2,--,BOI,SUN,97,9,105
2,--,BZN,SUN,221,1,25
2,--,GTF,SUN,309,1,25
2,--,PDX,SUN,434,1,295
2,--,TUL,SUX,429,1,115
2,--,FAR,SUX,313,1,45
2,--,MSP,SUX,233,2,120
2,--,DSM,SUX,153,4,210
2,--,FSD,SUX,83,2,10
2,--,CVG,SUX,656,1,245
2,--,STL,SUX,404,1,55
2,--,CID,SUX,243,1,25
2,--,MCI,SUX,231,1,35
2,--,OMA,SUX,80,1,5
2,--,TPA,SWF,1047,1,205
2,--,ALB,SWF,87,4,70
2,--,EWR,SWF,56,2,10
2,--,ORF,SWF,337,1,35
2,--,JFK,SWF,62,4,50
2,--,LGA,SWF,52,5,35
2,--,BOS,SWF,170,2,70
2,--,BDL,SWF,79,2,60
2,--,MDT,SWF,166,1,25
2,--,DCA,SWF,240,2,160
2,--,DEN,SWF,1601,1,625
2,--,HPN,SWF,37,1,5
2,--,OKC,SWO,60,4,20
2,--,FSM,SWO,163,1,65
2,--,BTV,SYR,175,7,185
2,--,BUF,SYR,133,41,805
2,--,ABE,SYR,173,3,75
2,--,PVD,SYR,258,1,65
2,--,ROC,SYR,79,29,235
2,--,LGA,SYR,198,21,725
2,--,BDL,SYR,193,3,105
2,--,PWM,SYR,294,1,25
2,--,RDU,SYR,519,3,175
2,--,ALB,SYR,120,15,215
2,--,JFK,SYR,209,13,475
2,--,BGR,SYR,381,1,55
2,--,PHL,SYR,228,9,375
2,--,BOS,SYR,265,20,1440
2,--,MDT,SYR,204,2,10
2,--,DCA,SYR,298,4,160
2,--,PIT,SYR,279,3,265
2,--,HPN,SYR,187,4,210
2,--,ART,SYR,61,1,5
2,--,EWR,SYR,195,20,570
2,--,DTW,SYR,374,3,215
2,--,BNA,SYR,741,2,600
2,--,IAD,SYR,296,1,125
2,--,HSV,SYR,819,1,155
2,--,CLE,SYR,317,2,170
2,--,ELM,SYR,77,1,5
2,--,ITH,SYR,46,3,35
2,--,MKG,SYR,512,1,155
2,--,BWI,SYR,273,4,160
2,--,ELP,SYR,1824,1,335
2,--,MHT,SYR,237,3,65
2,--,OKC,SYR,1265,1,925
2,--,CLT,SYR,603,1,95
2,--,SDF,SYR,609,1,155
2,--,GRR,SYR,477,1,45
2,--,SBY,SYR,331,1,65
2,--,SGF,TBN,77,2,30
2,--,STL,TBN,119,5,255
2,--,COU,TBN,74,1,65
2,--,JAC,TEX,417,1,115
2,--,MLB,TLH,274,2,150
2,--,JAX,TLH,159,24,740
2,--,VPS,TLH,130,7,165
2,--,LFT,TLH,457,1,45
2,--,PBI,TLH,364,1,65
2,--,PNS,TLH,169,8,120
2,--,FLL,TLH,393,2,130
2,--,MCO,TLH,228,13,645
2,--,TPA,TLH,200,7,375
2,--,ECP,TLH,86,1,15
2,--,ATL,TLH,223,9,445
2,--,MSY,TLH,355,3,355
2,--,DCA,TLH,716,2,270
2,--,HPN,TLH,947,1,105
2,--,BWI,TLH,746,2,220
2,--,MIA,TLH,402,2,550
2,--,BHM,TLH,260,1,25
2,--,GPT,TLH,282,1,45
2,--,CSG,TLH,150,1,5
2,--,VLD,TLH,69,1,25
2,--,SDF,TLH,542,1,85
2,--,DHN,TLH,91,1,25
2,--,MOB,TLH,233,1,65
2,--,RSW,TLH,309,1,35
2,--,DFW,TLH,767,1,215
2,--,DAB,TLH,215,2,70
2,--,PHL,TLH,831,1,85
2,--,GNV,TLH,134,2,10
2,--,SRQ,TLH,234,1,25
2,--,MGM,TLH,178,1,15
2,--,ORD,TOL,213,1,25
2,--,SBN,TOL,130,1,25
2,--,DTW,TOL,49,2,10
2,--,CMH,TOL,120,1,5
2,--,CLE,TOL,102,1,5
2,--,MIA,TPA,204,103,3925
2,--,PBI,TPA,174,61,1675
2,--,EYW,TPA,240,3,65
2,--,SRQ,TPA,40,37,405
2,--,MCO,TPA,81,598,9600
2,--,RSW,TPA,110,137,2405
2,--,FLL,TPA,197,162,5000
2,--,ATL,TPA,406,29,2275
2,--,GRR,TPA,1041,1,205
2,--,IAH,TPA,787,4,490
2,--,DAB,TPA,122,11,205
2,--,TLH,TPA,200,8,430
2,--,SAV,TPA,297,8,350
2,--,BTR,TPA,549,1,75
2,--,JAX,TPA,181,87,2505
2,--,MLU,TPA,648,1,45
2,--,ILM,TPA,513,1,45
2,--,BNA,TPA,612,6,460
2,--,MLB,TPA,116,5,95
2,--,MSY,TPA,488,4,270
2,--,CLT,TPA,507,10,870
2,--,LGA,TPA,1010,4,1040
2,--,FWA,TPA,909,1,135
2,--,MCI,TPA,1048,1,95
2,--,RDU,TPA,587,6,1000
2,--,ECP,TPA,257,5,185
2,--,MEM,TPA,655,1,185
2,--,GNV,TPA,119,12,150
2,--,ORF,TPA,717,1,125
2,--,DFW,TPA,929,7,1285
2,--,DAL,TPA,917,1,115
2,--,EWR,TPA,997,6,1340
2,--,CHS,TPA,370,5,455
2,--,PNS,TPA,330,7,705
2,--,MKE,TPA,1075,1,95
2,--,CLE,TPA,927,1,115
2,--,DTW,TPA,983,3,775
2,--,BWI,TPA,842,6,980
2,--,STL,TPA,869,2,180
2,--,DCA,TPA,814,4,750
2,--,BHM,TPA,459,2,150
2,--,CHA,TPA,511,1,85
2,--,BOS,TPA,1185,8,1530
2,--,SHV,TPA,742,1,55
2,--,VPS,TPA,297,5,255
2,--,LAX,TPA,2158,2,1830
2,--,ORD,TPA,1012,1,185
2,--,CVG,TPA,773,1,65
2,--,SDF,TPA,727,1,65
2,--,IAD,TPA,811,2,380
2,--,CAE,TPA,419,1,75
2,--,AUS,TPA,928,2,130
2,--,CMH,TPA,829,1,125
2,--,SAT,TPA,972,2,130
2,--,CRW,TPA,719,1,35
2,--,PHL,TPA,920,3,635
2,--,SNA,TPA,2127,1,205
2,--,DHN,TPA,290,1,25
2,--,OGG,TPA,4613,1,785
2,--,JFK,TPA,1005,3,465
2,--,HOU,TPA,781,1,55
2,--,SEA,TPA,2520,1,1125
2,--,IND,TPA,837,1,215
2,--,SFO,TPA,2393,1,625
2,--,HHH,TPA,313,1,95
2,--,SJU,TPA,1237,1,635
2,--,GPT,TPA,429,1,45
2,--,OKC,TPA,1023,1,145
2,--,PWM,TPA,1277,1,1155
2,--,MSP,TPA,1306,1,285
2,--,DEN,TPA,1506,1,105
2,--,LEX,TPA,704,1,85
2,--,BDL,TPA,1111,1,435
2,--,OMA,TPA,1190,1,5
2,--,PHX,TPA,1788,1,195
2,--,STL,TRI,464,1,85
2,--,DCA,TRI,337,1,85
2,--,SAV,TRI,307,1,15
2,--,CLT,TRI,119,3,45
2,--,BNA,TRI,240,3,75
2,--,RDU,TRI,206,3,175
2,--,TYS,TRI,100,10,250
2,--,LGA,TRI,549,1,55
2,--,JFK,TRI,548,1,105
2,--,AVL,TRI,72,2,60
2,--,CAK,TRI,311,1,85
2,--,GSO,TRI,140,1,15
2,--,CHA,TRI,186,1,5
2,--,CAE,TRI,189,1,5
2,--,RSW,TRI,686,1,245
2,--,MIA,TRI,746,1,75
2,--,PIT,TRI,301,2,90
2,--,ROA,TRI,147,2,10
2,--,MSY,TRI,637,1,105
2,--,EWR,TRI,532,1,55
2,--,RIC,TRI,290,1,65
2,--,PHL,TTN,36,3,15
2,--,LGA,TTN,60,1,5
2,--,OKC,TUL,111,95,1835
2,--,DAL,TUL,237,7,425
2,--,MCI,TUL,223,14,490
2,--,LIT,TUL,230,13,635
2,--,LAS,TUL,1076,2,520
2,--,XNA,TUL,88,12,310
2,--,FSM,TUL,104,2,50
2,--,JLN,TUL,101,1,5
2,--,FAR,TUL,742,1,145
2,--,SGF,TUL,156,3,35
2,--,IAH,TUL,429,7,405
2,--,ONT,TUL,1236,1,195
2,--,AUS,TUL,426,3,125
2,--,ICT,TUL,132,11,225
2,--,DFW,TUL,237,25,1245
2,--,CVG,TUL,646,1,195
2,--,IND,TUL,577,2,370
2,--,HOU,TUL,453,1,105
2,--,LAX,TUL,1283,1,245
2,--,MEM,TUL,342,2,80
2,--,SAT,TUL,483,2,440
2,--,SMF,TUL,1419,1,145
2,--,ORD,TUL,585,2,210
2,--,DEN,TUL,541,2,230
2,--,MAF,TUL,466,1,75
2,--,HPN,TUL,1242,1,295
2,--,OMA,TUL,352,3,285
2,--,RSW,TUL,1066,1,65
2,--,SWO,TUL,67,2,10
2,--,STL,TUL,351,5,485
2,--,ATL,TUL,674,1,165
2,--,DSM,TUL,387,2,300
2,--,IAD,TUL,1027,1,55
2,--,JAX,TUL,909,1,85
2,--,ELP,TUL,673,1,125
2,--,CLT,TUL,842,1,185
2,--,SFO,TUL,1465,1,465
2,--,PHX,TUS,110,195,3445
2,--,PIT,TUS,1798,1,505
2,--,SNA,TUS,417,3,365
2,--,BDL,TUS,2200,2,770
2,--,SFO,TUS,751,3,355
2,--,ICT,TUS,856,2,270
2,--,ABQ,TUS,321,12,850
2,--,SLC,TUS,601,6,810
2,--,LAS,TUS,365,23,1745
2,--,RNO,TUS,710,2,390
2,--,FLG,TUS,213,4,240
2,--,SAN,TUS,368,16,1240
2,--,BWI,TUS,1976,1,275
2,--,DRO,TUS,393,3,165
2,--,LAX,TUS,451,6,880
2,--,DEN,TUS,639,6,840
2,--,MCI,TUS,1036,1,115
2,--,ORD,TUS,1437,2,300
2,--,PSP,TUS,344,5,235
2,--,RIC,TUS,1937,1,215
2,--,ATL,TUS,1541,1,335
2,--,BZN,TUS,942,1,145
2,--,CLE,TUS,1726,1,525
2,--,SBP,TUS,599,1,105
2,--,ELP,TUS,269,1,25
2,--,SAT,TUS,762,1,65
2,--,CID,TUS,1254,1,65
2,--,AUS,TUS,797,2,580
2,--,TUL,TUS,906,1,75
2,--,SMF,TUS,752,1,75
2,--,SJC,TUS,722,1,85
2,--,DFW,TUS,813,1,795
2,--,ONT,TUS,409,1,35
2,--,BNA,TUS,1414,1,145
2,--,GRR,TVC,129,39,965
2,--,DLH,TVC,351,2,130
2,--,GRB,TVC,127,1,5
2,--,DTW,TVC,207,47,1795
2,--,ORD,TVC,224,17,1045
2,--,ATL,TVC,769,1,145
2,--,BWI,TVC,598,1,215
2,--,LAN,TVC,144,2,30
2,--,OMA,TVC,573,1,45
2,--,PIT,TVC,400,1,55
2,--,CHA,TVC,670,1,65
2,--,EWN,TVC,806,1,195
2,--,PLN,TVC,69,6,30
2,--,MKE,TVC,170,1,15
2,--,AZO,TVC,173,2,20
2,--,RDU,TVC,708,1,45
2,--,DFW,TVC,1022,1,85
2,--,FLL,TVC,1322,1,255
2,--,IND,TVC,349,1,65
2,--,FNT,TVC,153,4,100
2,--,MQT,TVC,142,1,15
2,--,MDW,TVC,232,1,55
2,--,MBS,TVC,112,3,35
2,--,MSP,TVC,376,1,25
2,--,CVG,TVC,396,1,35
2,--,CHS,TVC,869,1,5
2,--,BOI,TWF,115,4,70
2,--,SLC,TWF,175,2,70
2,--,PDX,TWF,457,1,225
2,--,BTM,TWF,259,1,15
2,--,PIH,TWF,101,1,15
2,--,SUN,TWF,71,1,45
2,--,GEG,TWF,385,1,95
2,--,FSM,TXK,132,1,5
2,--,IAH,TXK,252,1,25
2,--,XNA,TXK,196,3,75
2,--,MCI,TXK,405,1,55
2,--,SHV,TXK,70,1,5
2,--,DFW,TXK,181,2,70
2,--,JAN,TXK,241,1,35
2,--,ACT,TYR,119,1,15
2,--,DFW,TYR,102,10,100
2,--,ABI,TYR,250,1,105
2,--,BNA,TYS,152,80,2010
2,--,MEM,TYS,342,12,640
2,--,CMH,TYS,295,1,75
2,--,SDF,TYS,189,4,80
2,--,CLT,TYS,177,15,775
2,--,LEX,TYS,157,12,350
2,--,CHA,TYS,87,8,80
2,--,ILM,TYS,361,2,100
2,--,CHS,TYS,302,6,180
2,--,ROA,TYS,247,2,60
2,--,HHH,TYS,311,1,85
2,--,ATL,TYS,152,25,435
2,--,TRI,TYS,100,8,360
2,--,MCO,TYS,532,3,125
2,--,BHM,TYS,220,4,110
2,--,IND,TYS,297,4,230
2,--,MLB,TYS,566,1,65
2,--,HSV,TYS,177,3,175
2,--,AVL,TYS,86,4,50
2,--,SBN,TYS,426,1,35
2,--,CVG,TYS,226,5,145
2,--,DFW,TYS,771,3,265
2,--,LGA,TYS,648,1,105
2,--,MIA,TYS,724,1,85
2,--,LBB,TYS,1024,1,105
2,--,RDU,TYS,292,9,645
2,--,PHX,TYS,1599,1,105
2,--,DCA,TYS,437,2,410
2,--,JAX,TYS,390,1,105
2,--,IAD,TYS,420,3,555
2,--,ORD,TYS,475,3,185
2,--,SAT,TYS,947,1,135
2,--,PIT,TYS,382,2,380
2,--,STL,TYS,405,1,115
2,--,LIT,TYS,471,2,70
2,--,GSO,TYS,228,2,40
2,--,MDT,TYS,497,2,220
2,--,SAV,TYS,300,1,15
2,--,TPA,TYS,547,1,55
2,--,JLN,TYS,592,1,155
2,--,BWI,TYS,465,1,95
2,--,GSP,TYS,118,1,15
2,--,ORF,TYS,441,1,45
2,--,MSY,TYS,541,1,225
2,--,CAE,TYS,208,1,25
2,--,MCI,TYS,635,1,105
2,--,FLL,TYS,708,1,55
2,--,JAN,TYS,424,1,55
2,--,CRW,TYS,221,1,25
2,--,CHO,TYS,346,1,65
2,--,STL,UIN,93,1,15
2,--,FLL,UST,277,1,25
2,--,ANC,VDZ,126,1,125
2,--,SLC,VEL,132,1,5
2,--,CAE,VLD,251,1,25
2,--,ABY,VLD,75,3,15
2,--,FLL,VLD,376,1,25
2,--,GNV,VLD,96,1,45
2,--,ATL,VLD,208,4,160
2,--,RSW,VLD,307,1,325
2,--,ECP,VPS,44,3,35
2,--,PNS,VPS,39,12,70
2,--,MCO,VPS,345,13,605
2,--,MOB,VPS,103,2,20
2,--,TPA,VPS,297,4,530
2,--,DAB,VPS,340,2,100
2,--,HOU,VPS,528,1,45
2,--,BTR,VPS,276,2,50
2,--,RIC,VPS,716,1,45
2,--,BHM,VPS,213,2,70
2,--,ATL,VPS,250,11,425
2,--,TLH,VPS,130,5,65
2,--,SHV,VPS,452,1,55
2,--,AVL,VPS,412,1,85
2,--,MSY,VPS,226,11,355
2,--,PIT,VPS,775,1,95
2,--,STL,VPS,610,1,185
2,--,ORF,VPS,740,2,240
2,--,JAX,VPS,289,5,325
2,--,MEM,VPS,373,1,55
2,--,MLB,VPS,391,3,115
2,--,DHN,VPS,86,5,85
2,--,CLT,VPS,460,1,35
2,--,HSV,VPS,287,1,125
2,--,RSW,VPS,397,1,35
2,--,MGM,VPS,125,2,10
2,--,GPT,VPS,152,4,190
2,--,DEN,VPS,1210,1,95
2,--,SAN,VPS,1808,1,325
2,--,BNA,VPS,389,1,185
2,--,IAH,VPS,528,1,225
2,--,BOS,VPS,1187,1,245
2,--,MIA,VQS,1085,1,495
2,--,SEA,WRG,756,1,135
2,--,JAC,WYS,77,8,150
2,--,LAS,WYS,631,1,65
2,--,BIL,WYS,147,1,5
2,--,RAP,WYS,402,1,375
2,--,SFO,WYS,762,1,45
2,--,BZN,WYS,75,1,35
2,--,AUS,XNA,462,1,45
2,--,MEM,XNA,258,8,300
2,--,IAH,XNA,438,4,240
2,--,BNA,XNA,426,1,25
2,--,DEN,XNA,616,1,95
2,--,ICT,XNA,197,4,190
2,--,TUL,XNA,88,13,125
2,--,CVG,XNA,562,1,65
2,--,OKC,XNA,195,3,75
2,--,LIT,XNA,159,29,425
2,--,RDM,XNA,1513,1,365
2,--,SGF,XNA,84,5,65
2,--,FSM,XNA,65,3,25
2,--,DFW,XNA,280,10,510
2,--,MCI,XNA,209,8,390
2,--,GSP,XNA,687,1,175
2,--,ORD,XNA,522,3,665
2,--,SHV,XNA,266,1,15
2,--,SFO,XNA,1550,2,330
2,--,SAT,XNA,524,1,205
2,--,SYR,XNA,1075,1,485
2,--,JAN,XNA,365,1,215
2,--,LAS,XNA,1163,1,315
2,--,CMH,XNA,672,1,65
2,--,STL,XNA,275,1,15
2,--,BHM,XNA,468,1,85
2,--,CLT,XNA,754,1,85
2,--,LGA,XNA,1147,1,85
2,--,ATL,XNA,589,1,895
2,--,SIT,YAK,231,1,5
2,--,JNU,YAK,198,1,15
2,--,HOM,YAK,415,1,65
2,--,EAT,YKM,60,1,5
2,--,GEG,YKM,159,4,100
2,--,SEA,YKM,103,9,205
2,--,PSC,YKM,71,3,15
2,--,PDX,YKM,120,1,35
2,--,PHX,YUM,160,8,420
2,--,SFO,YUM,557,1,95
2,--,TUS,YUM,217,1,55
2,--,SAN,YUM,151,3,115
2,--,SNA,YUM,202,1,75
2,--,LAS,YUM,238,1,35
2,3M,FLL,EYW,145,439,13585
2,3M,TPA,EYW,240,91,6025
2,3M,MCO,EYW,268,117,7565
2,3M,RSW,EYW,136,36,1140
2,3M,PBI,EYW,179,7,255
2,3M,MCO,FLL,177,72,2490
2,3M,TPA,FLL,197,57,2305
2,3M,EYW,FLL,145,422,12970
2,3M,TLH,FLL,393,13,1425
2,3M,PNS,FLL,525,5,1165
2,3M,TPA,JAX,181,53,2385
2,3M,PNS,JAX,328,1,25
2,3M,RSW,MCO,133,104,3020
2,3M,FLL,MCO,177,109,3605
2,3M,PNS,MCO,381,51,5995
2,3M,EYW,MCO,268,141,10215
2,3M,TLH,MCO,228,18,1360
2,3M,TPA,PBI,174,22,550
2,3M,EYW,PBI,179,11,465
2,3M,MCO,PNS,381,49,4935
2,3M,TPA,PNS,330,19,1495
2,3M,FLL,PNS,525,2,400
2,3M,MCO,RSW,133,113,2935
2,3M,EYW,RSW,136,61,1815
2,3M,MCO,TLH,228,56,2310
2,3M,TPA,TLH,200,52,2010
2,3M,FLL,TLH,393,4,250
2,3M,FLL,TPA,197,68,3250
2,3M,PBI,TPA,174,19,555
2,3M,TLH,TPA,200,48,2340
2,3M,EYW,TPA,240,103,6455
2,3M,PNS,TPA,330,38,3510
2,3M,JAX,TPA,181,44,1700
2,4B,ALS,ABQ,170,1,15
2,4B,DEN,AIA,180,1,125
2,4B,MSS,ALB,160,3,145
2,4B,ABQ,ALS,170,2,60
2,4B,DEN,ALS,179,7,185
2,4B,MSL,ATL,198,2,40
2,4B,MSL,BNA,109,1,5
2,4B,GLH,BNA,305,3,135
2,4B,MSS,BWI,408,1,65
2,4B,DEN,CDR,221,1,315
2,4B,DEN,CEZ,277,4,350
2,4B,SLC,CNY,184,2,80
2,4B,DEN,CNY,283,2,40
2,4B,DFW,CVN,364,3,285
2,4B,AIA,DEN,180,2,40
2,4B,ALS,DEN,179,8,200
2,4B,CNY,DEN,283,3,235
2,4B,VEL,DEN,259,5,275
2,4B,CEZ,DEN,277,4,140
2,4B,CDR,DEN,221,4,410
2,4B,MCK,DEN,218,3,335
2,4B,GLH,DFW,353,1,125
2,4B,DFW,GLH,353,1,35
2,4B,BNA,GLH,305,4,630
2,4B,LAX,MCE,259,1,45
2,4B,DEN,MCK,218,3,165
2,4B,BNA,MSL,109,3,75
2,4B,ATL,MSL,198,1,15
2,4B,TVF,MSP,261,1,45
2,4B,ALB,MSS,160,7,245
2,4B,BWI,MSS,408,1,165
2,4B,PDX,PDT,182,2,70
2,4B,CEZ,PHX,328,1,35
2,4B,SOW,PHX,129,3,55
2,4B,VEL,SLC,132,2,20
2,4B,PHX,SOW,129,3,15
2,4B,ABQ,SVC,188,1,25
2,4B,MSP,TVF,261,3,205
2,4B,SLC,VEL,132,5,135
2,4B,DEN,VEL,259,1,15
2,7H,ANC,ADQ,253,90,5050
2,7H,ADQ,ANC,253,74,3220
2,7H,FAI,ANC,261,44,2600
2,7H,ENA,ANC,59,11,155
2,7H,HOM,ANC,117,10,270
2,7H,VDZ,ANC,126,5,75
2,7H,CDV,ANC,160,1,5
2,7H,ANI,ANC,318,1,75
2,7H,BET,ANC,399,1,35
2,7H,OTZ,ANC,548,1,95
2,7H,ANC,BET,399,1,15
2,7H,OOK,BET,112,1,5
2,7H,ANC,CDV,160,8,400
2,7H,ANC,ENA,59,10,100
2,7H,ANC,FAI,261,45,2585
2,7H,ANC,HOM,117,23,715
2,7H,SHH,OME,122,1,15
2,7H,OME,SHH,122,2,100
2,7H,OME,SVA,163,1,5
2,7H,ANC,VDZ,126,10,270
2,9K,BOS,ACK,91,108,1830
2,9K,HYA,ACK,31,1,25
2,9K,BOS,ALB,145,27,655
2,9K,OGS,ALB,157,11,215
2,9K,MSS,ALB,160,5,135
2,9K,BOS,AUG,148,57,2015
2,9K,BOS,BHB,196,45,1555
2,9K,GGW,BIL,189,4,70
2,9K,OLF,BIL,211,5,315
2,9K,GDV,BIL,201,4,60
2,9K,SDY,BIL,245,10,820
2,9K,HVR,BIL,197,5,225
2,9K,MVY,BOS,70,50,570
2,9K,PVC,BOS,45,16,130
2,9K,BHB,BOS,196,42,2150
2,9K,RKD,BOS,152,32,940
